EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, TRIG
750000.100,750000.100,604432.400,625615.300,-328143.300,750000.100,708204.100,750000.100,0.000
750000.100,750000.100,728881.100,590569.400,58275.740,750000.100,750000.100,750000.100,0.000
750000.100,750000.100,715606.300,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
677209.300,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
573540.000,658184.100,750000.100,750000.100,668485.100,721265.400,719928.100,673302.000,0.000
495519.800,565063.800,750000.100,750000.100,576744.100,621322.100,620853.800,581981.200,0.000
433813.100,491405.000,750000.100,750000.100,504249.400,542093.900,542306.100,509953.600,0.000
398592.900,450035.500,750000.100,750000.100,463203.400,498050.300,498340.500,468826.400,0.000
380872.300,430162.100,750000.100,750000.100,443231.900,477776.400,477812.800,448349.600,0.000
366158.300,413528.800,750000.100,750000.100,426430.400,460764.000,460698.300,431168.700,0.000
357606.200,401291.200,750000.100,750000.100,415436.300,448094.000,448549.100,420733.500,0.000
349937.000,390202.300,750000.100,750000.100,405730.100,436672.600,437622.500,411674.600,0.000
340681.300,378795.100,750000.100,750000.100,394775.300,424930.700,425918.800,400702.700,0.000
329635.900,366733.400,750000.100,750000.100,382315.500,412529.800,413250.800,387719.000,0.000
319611.500,355630.400,750000.100,750000.100,370794.200,401021.400,401612.000,375796.700,0.000
314684.700,348008.900,750000.100,750000.100,364037.100,392967.600,393979.900,369481.200,0.000
310207.500,340980.300,750000.100,750000.100,358049.800,385605.500,387033.100,364036.500,0.000
304016.300,333310.800,750000.100,750000.100,350617.900,377607.000,379044.800,356575.200,0.000
296006.000,324803.000,750000.100,750000.100,341594.000,368761.200,369940.100,347066.000,0.000
288668.500,316870.900,750000.100,750000.100,333147.200,360444.200,361483.900,338248.400,0.000
285741.600,311834.400,750000.100,750000.100,328763.300,354988.400,356392.700,334264.600,0.000
283146.200,307218.600,750000.100,750000.100,324993.100,350056.400,351824.300,330996.600,0.000
278828.100,301836.500,750000.100,750000.100,319724.200,344357.500,346122.800,325707.000,0.000
272686.200,295509.800,750000.100,750000.100,312840.500,337718.300,339227.900,318369.000,0.000
267016.800,289555.500,750000.100,750000.100,306323.400,331409.200,332768.800,311496.400,0.000
265331.200,286147.900,750000.100,750000.100,303454.400,327622.400,329307.600,308992.200,0.000
263921.700,283069.000,750000.100,750000.100,301106.100,324258.300,326275.500,307115.500,0.000
260835.600,279182.800,750000.100,750000.100,297283.000,320094.300,322100.300,303274.200,0.000
255916.200,274272.600,750000.100,750000.100,291793.800,314900.700,316655.800,297361.500,0.000
251364.000,269638.200,750000.100,750000.100,286582.400,309951.000,311553.000,291815.500,0.000
250539.400,267360.300,750000.100,750000.100,284775.600,307340.800,309239.900,290363.400,0.000
249906.500,265291.200,750000.100,750000.100,283369.000,305022.800,307229.500,289410.900,0.000
247590.600,262353.700,750000.100,750000.100,280465.900,301842.300,304032.200,286497.000,0.000
243506.100,258414.400,750000.100,750000.100,275954.800,297659.500,299605.400,281590.300,0.000
239723.800,254687.200,750000.100,750000.100,271650.100,293657.000,295452.800,276971.000,0.000
239447.800,253137.000,750000.100,750000.100,270528.800,291809.800,293888.200,276190.300,0.000
239350.500,251768.600,750000.100,750000.100,269779.200,290227.800,292599.000,275888.800,0.000
237650.500,249572.300,750000.100,750000.100,267597.200,287819.500,290177.000,273709.100,0.000
234196.700,246356.800,750000.100,750000.100,263808.900,284382.200,286507.300,269544.900,0.000
