EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, TRIG
750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
646792.600,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,750000.100,0.000
542214.400,750000.100,750000.100,750000.100,750000.100,661358.900,750000.100,750000.100,0.000
483907.200,697052.300,750000.100,750000.100,750000.100,593709.400,750000.100,750000.100,0.000
463063.500,661759.600,750000.100,750000.100,750000.100,568153.800,750000.100,750000.100,0.000
443367.900,632944.500,750000.100,750000.100,750000.100,547407.500,750000.100,750000.100,0.000
421845.200,605084.400,750000.100,750000.100,750000.100,526859.000,750000.100,750000.100,0.000
402438.500,580038.400,750000.100,750000.100,750000.100,508319.800,750000.100,750000.100,0.000
391012.600,560479.300,750000.100,750000.100,750000.100,494210.600,750000.100,750000.100,0.000
383633.300,544292.900,750000.100,750000.100,750000.100,482765.600,750000.100,750000.100,0.000
372708.300,527382.300,750000.100,750000.100,750000.100,470398.100,750000.100,750000.100,0.000
359090.100,509934.700,750000.100,750000.100,750000.100,457244.100,750000.100,750000.100,0.000
346423.100,493847.100,750000.100,750000.100,750000.100,445079.800,750000.100,750000.100,0.000
340165.300,481764.300,750000.100,750000.100,750000.100,436238.700,750000.100,750000.100,0.000
336989.600,471994.300,750000.100,750000.100,750000.100,429285.400,750000.100,750000.100,0.000
330166.800,460947.700,750000.100,750000.100,750000.100,421081.100,750000.100,750000.100,0.000
320469.000,448866.800,750000.100,750000.100,750000.100,411795.700,750000.100,750000.100,0.000
311284.900,437578.200,750000.100,750000.100,750000.100,403092.100,750000.100,750000.100,0.000
307706.900,429580.200,750000.100,750000.100,750000.100,397172.600,750000.100,750000.100,0.000
306739.800,423390.800,750000.100,750000.100,750000.100,392772.800,750000.100,750000.100,0.000
302148.100,415710.400,750000.100,750000.100,750000.100,386999.000,750000.100,750000.100,0.000
