EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, TRIG
343685.200,356411.800,750000.100,750000.100,364725.400,327376.200,325988.700,338526.500,0.000
325600.500,337777.300,750000.100,750000.100,345736.200,310149.600,309046.200,320810.800,0.000
314515.300,326136.900,750000.100,750000.100,333719.400,299483.700,298429.000,309756.700,0.000
305566.100,316648.300,750000.100,750000.100,323970.100,290794.000,289776.100,300842.900,0.000
297954.700,308697.500,750000.100,750000.100,315973.900,283477.000,282580.400,293434.400,0.000
290761.000,301276.600,750000.100,750000.100,308551.700,276674.000,275900.700,286488.000,0.000
283863.300,294067.900,750000.100,744832.900,301176.700,270147.800,269384.900,279676.600,0.000
277832.900,287621.600,750000.100,705192.000,294417.500,264342.100,263491.500,273566.900,0.000
272916.300,282338.000,750000.100,671234.900,288911.200,259545.600,258650.500,268614.100,0.000
268623.300,277849.100,750000.100,641691.600,284404.400,255423.400,254595.800,264462.500,0.000
264287.400,273405.900,750000.100,615324.900,279991.300,251358.600,250620.600,260322.500,0.000
259888.500,268824.900,750000.100,591552.000,275289.400,247235.100,246488.100,255982.900,0.000
255952.700,264605.700,750000.100,570325.500,270815.800,243456.400,242622.600,251966.000,0.000
252800.400,261198.600,750000.100,551622.800,267238.200,240373.300,239492.100,248775.100,0.000
250084.700,258374.900,750000.100,534955.400,264417.400,237759.500,236932.700,246170.300,0.000
247158.400,255425.800,750000.100,519508.600,261513.900,235044.300,234295.400,243420.300,0.000
244027.100,252191.300,750000.100,505065.200,258182.600,232128.100,231372.500,240331.800,0.000
241252.100,249200.800,750000.100,491937.700,254974.400,229456.100,228619.000,237469.900,0.000
239145.300,246902.700,750000.100,480273.100,252529.900,227365.400,226489.000,235308.000,0.000
237351.900,245048.000,750000.100,469752.200,250707.500,225635.700,224817.800,233614.500,0.000
235285.700,242999.300,750000.100,459748.800,248728.300,223737.800,223000.500,231705.700,0.000
232963.500,240618.700,750000.100,450136.600,246271.400,221587.100,220849.300,229417.300,0.000
230898.500,238384.900,750000.100,441287.900,243842.200,219594.000,218779.100,227261.900,0.000
229433.900,236763.400,750000.100,433447.500,242099.000,218119.000,217264.900,225740.100,0.000
228227.100,235525.500,750000.100,426324.300,240913.200,216950.800,216152.900,224626.100,0.000
226712.600,234052.500,750000.100,419387.800,239523.300,215574.900,214852.300,223254.100,0.000
224910.800,232221.100,750000.100,412589.600,237629.700,213917.200,213194.800,221479.100,0.000
223339.000,230504.600,750000.100,406293.300,235742.000,212393.300,211598.500,219813.700,0.000
222314.700,229350.000,750000.100,400762.500,234485.300,211344.400,210512.700,218729.600,0.000
221514.600,228543.600,750000.100,395731.700,233735.800,210564.700,209785.800,218011.400,0.000
220399.800,227490.600,750000.100,390728.600,232774.500,209570.300,208867.800,217034.700,0.000
218969.000,226042.900,750000.100,385696.300,231283.900,208267.700,207565.800,215632.000,0.000
217748.800,224702.300,750000.100,381016.800,229778.400,207075.900,206305.400,214311.200,0.000
217021.600,223868.000,750000.100,376946.000,228850.000,206314.700,205508.100,213521.500,0.000
216492.100,223346.600,750000.100,373266.400,228394.300,205795.700,205045.000,213073.200,0.000
215652.600,222576.400,750000.100,369526.700,227723.300,205061.500,204388.300,212366.200,0.000
214500.800,221417.800,750000.100,365682.700,226530.000,204025.300,203351.500,211234.500,0.000
213527.800,220331.200,750000.100,362099.900,225299.800,203074.600,202330.300,210164.300,0.000
213031.200,219737.600,750000.100,359032.400,224621.500,202529.700,201750.900,209605.200,0.000
212718.600,219442.100,750000.100,356286.300,224396.900,202217.300,201494.600,209369.800,0.000
212080.600,218881.600,750000.100,353424.300,223940.000,201674.500,201024.700,208858.100,0.000
211111.200,217914.300,749467.100,350389.600,222942.000,200809.000,200152.900,207908.600,0.000
210323.100,217028.300,745867.600,347578.500,221916.700,200038.600,199312.300,207025.700,0.000
209991.100,216605.200,734703.500,345233.700,221419.800,199656.400,198896.600,206635.900,0.000
209819.600,216454.000,720314.100,343127.800,221342.800,199476.200,198770.600,206530.000,0.000
209328.600,216037.800,706212.300,340863.300,221032.900,199066.400,198429.500,206153.200,0.000
208516.800,215231.900,692525.600,338410.600,220204.400,198348.900,197705.200,205354.300,0.000
207869.500,214492.900,679386.900,336141.100,219332.100,197711.900,196994.300,204610.900,0.000
207653.300,214190.300,667177.400,334278.700,218954.700,197434.600,196678.800,204327.500,0.000
207610.700,214167.200,655727.600,332668.600,219005.600,197376.000,196664.900,204351.400,0.000
207251.000,213884.900,644403.800,330892.800,218835.300,197094.700,196450.700,204110.400,0.000
206556.200,213200.900,632981.700,328893.800,218130.400,196489.600,195837.000,203430.700,0.000
205995.800,212552.000,621935.500,327001.500,217353.700,195934.400,195211.300,202771.800,0.000
205883.500,212352.400,611745.800,325522.800,217089.900,195753.500,194995.400,202588.500,0.000
205941.000,212438.900,602233.100,324282.600,217258.300,195791.900,195083.600,202710.500,0.000
205663.100,212247.600,592738.600,322841.800,217176.100,195585.300,194946.500,202548.800,0.000
205057.000,211657.500,583078.200,321167.700,216568.800,195060.900,194419.000,201957.200,0.000
204592.900,211104.300,573723.500,319611.100,215894.000,194594.000,193883.200,201392.700,0.000
204556.900,210991.900,565142.800,318435.800,215715.900,194490.000,193746.100,201287.800,0.000
204677.600,211146.700,557152.400,317469.800,215950.000,194588.800,193894.200,201472.300,0.000
204458.900,211016.700,549111.400,316286.400,215926.400,194437.500,193809.300,201361.900,0.000
203908.100,210483.700,540843.500,314847.200,215376.200,193967.200,193332.600,200820.200,0.000
203497.500,209988.800,532824.500,313523.100,214759.300,193549.000,192844.700,200306.800,0.000
203524.100,209939.800,525536.800,312590.200,214650.600,193507.400,192767.100,200263.900,0.000
203705.900,210153.600,518787.800,311843.000,214948.200,193663.500,192972.500,200505.900,0.000
203547.300,210082.800,511939.800,310877.800,214989.600,193568.000,192945.900,200457.000,0.000
203054.500,209609.200,504816.200,309655.300,214503.800,193152.800,192527.100,199979.000,0.000
202696.200,209173.600,497895.300,308524.200,213945.500,192789.300,192096.700,199520.700,0.000
202761.900,209167.800,491644.800,307757.900,213876.300,192785.900,192055.900,199512.000,0.000
202967.300,209408.000,485876.300,307168.900,214200.000,192963.700,192280.500,199776.400,0.000
202841.700,209375.200,479986.100,306369.700,214279.800,192901.700,192287.500,199766.300,0.000
202376.000,208928.800,473779.200,305281.600,213826.400,192514.800,191898.900,199314.900,0.000
202054.100,208526.700,467745.700,304297.400,213303.700,192184.000,191501.200,198889.800,0.000
202151.500,208556.000,462351.100,303676.400,213265.800,192209.500,191488.800,198915.700,0.000
202395.400,208830.800,457420.300,303236.800,213630.700,192427.100,191755.500,199224.300,0.000
202309.600,208838.000,452335.900,302554.500,213753.500,192404.500,191802.100,199249.300,0.000
201899.300,208453.200,446918.100,301616.500,213353.800,192067.800,191460.900,198847.700,0.000
201612.400,208082.500,441627.800,300763.200,212865.300,191767.500,191092.900,198459.900,0.000
201735.200,208139.300,436943.900,300253.100,212858.900,191813.800,191105.700,198509.700,0.000
201996.800,208440.600,432689.800,299901.900,213242.300,192045.400,191382.700,198830.100,0.000
201937.700,208475.700,428265.300,299330.800,213389.600,192047.200,191446.500,198879.800,0.000
201541.800,208103.500,423478.800,298488.400,213008.200,191723.400,191119.300,198494.900,0.000
201269.600,207750.900,418804.900,297732.000,212545.700,191444.300,190772.900,198126.400,0.000
201416.800,207827.100,414721.100,297314.300,212562.200,191517.700,190807.300,198202.000,0.000
201701.200,208154.800,411043.800,297045.700,212965.500,191770.200,191102.300,198541.000,0.000
201658.300,208208.500,407177.500,296559.800,213133.000,191787.900,191186.600,198610.100,0.000
201274.000,207845.200,402919.100,295798.400,212765.700,191477.400,190869.300,198239.700,0.000
201016.700,207512.500,398755.500,295097.700,212315.300,191207.000,190529.500,197875.200,0.000
201175.600,207605.100,395173.300,294752.400,212353.500,191292.400,190580.200,197966.200,0.000
201471.700,207938.400,391976.900,294559.800,212771.500,191553.600,190888.600,198321.800,0.000
201440.700,207994.700,388570.400,294140.100,212945.700,191581.100,190980.600,198397.100,0.000
201062.900,207630.100,384751.500,293428.000,212569.100,191267.200,190662.200,198021.800,0.000
200814.700,207297.200,381018.700,292791.900,212120.800,191004.100,190328.500,197668.900,0.000
200982.700,207393.400,377849.000,292505.500,212154.800,191092.500,190380.600,197763.100,0.000
201281.000,207724.300,375058.800,292370.800,212575.500,191360.400,190693.600,198124.000,0.000
201259.900,207798.000,372057.800,292000.800,212766.800,191399.300,190797.100,198210.200,0.000
200911.500,207472.800,368651.700,291363.800,212436.100,191123.900,190514.800,197871.400,0.000
200687.900,207171.700,365310.800,290792.700,212017.600,190886.200,190208.900,197541.300,0.000
200861.400,207269.000,362504.900,290550.600,212064.700,190985.200,190271.800,197645.500,0.000
201187.400,207633.000,360083.100,290468.300,212510.200,191275.000,190608.000,198026.400,0.000
201159.600,207703.200,357409.400,290135.200,212692.900,191306.400,190703.900,198106.100,0.000
200792.400,207362.600,354314.000,289518.600,212342.600,191011.000,190403.700,197750.700,0.000
200586.100,207081.000,351312.800,289007.500,211947.200,190792.200,190118.600,197443.100,0.000
200775.500,207198.700,348828.400,288812.300,212008.900,190904.300,190196.000,197559.600,0.000
201092.800,207549.300,346696.800,288761.600,212446.000,191190.000,190526.400,197936.600,0.000
201075.200,207624.700,344324.100,288476.400,212639.200,191230.600,190634.700,198031.500,0.000
200717.000,207287.000,341515.400,287898.100,212292.800,190940.200,190341.000,197683.500,0.000
200495.200,206988.700,338768.600,287396.300,211873.400,190699.800,190034.900,197356.100,0.000
200676.600,207100.500,336547.000,287223.000,211925.500,190804.600,190105.500,197466.400,0.000
200996.100,207454.900,334682.300,287205.400,212373.100,191097.900,190442.300,197848.900,0.000
201014.900,207566.400,332592.300,286977.000,212596.800,191171.100,190578.700,197974.600,0.000
200677.600,207259.600,330050.200,286431.200,212274.800,190902.600,190302.700,197643.400,0.000
200447.800,206953.600,327537.700,285952.700,211857.100,190662.000,189992.900,197316.700,0.000
200632.700,207070.900,325550.000,285815.700,211918.200,190772.000,190065.900,197432.300,0.000
200951.300,207427.200,323907.100,285816.200,212360.600,191056.800,190400.200,197806.600,0.000
200948.800,207516.200,322019.200,285585.500,212568.000,191112.800,190521.700,197909.900,0.000
200604.300,207188.700,319686.200,285075.300,212238.200,190841.000,190244.500,197576.500,0.000
200388.000,206891.500,317391.500,284624.500,211823.800,190609.800,189947.200,197257.100,0.000
200585.700,207021.000,315615.200,284514.000,211890.800,190728.400,190030.300,197382.300,0.000
200915.500,207389.100,314179.100,284542.800,212343.000,191023.400,190371.100,197769.900,0.000
200915.400,207482.000,312487.900,284334.500,212551.900,191078.800,190491.000,197878.100,0.000
200565.700,207147.800,310331.600,283830.800,212209.000,190790.400,190196.700,197534.400,0.000
200331.400,206826.900,308198.500,283387.300,211770.800,190536.200,189875.500,197196.000,0.000
200521.800,206943.100,306593.200,283288.500,211829.700,190648.700,189952.600,197314.900,0.000
200861.500,207316.900,305338.300,283349.400,212289.500,190955.300,190303.600,197712.200,0.000
200878.100,207430.100,303833.000,283174.500,212517.600,191030.600,190443.900,197836.300,0.000
200525.500,207103.900,301845.300,282683.800,212184.300,190747.400,190155.900,197493.500,0.000
200285.900,206790.900,299880.500,282260.300,211753.800,190496.100,189836.200,197157.000,0.000
200498.400,206933.100,298461.500,282211.300,211837.100,190633.300,189936.000,197299.000,0.000
200876.500,207349.100,297407.800,282332.800,212341.000,190981.700,190331.000,197738.700,0.000
200875.500,207443.600,296041.600,282153.200,212556.700,191044.800,190460.400,197851.200,0.000
200528.800,207122.300,294205.700,281683.500,212224.400,190764.400,190176.800,197511.100,0.000
200304.100,206818.600,292392.800,281286.300,211803.700,190520.600,189870.800,197185.100,0.000
200500.900,206944.900,291094.300,281232.600,211869.100,190637.000,189952.500,197309.300,0.000
200837.900,207319.100,290130.900,281319.500,212325.100,190940.000,190300.800,197696.300,0.000
200846.500,207422.600,288900.700,281171.400,212542.800,191006.300,190432.000,197810.800,0.000
200501.800,207099.700,287198.800,280721.600,212213.400,190733.100,190153.400,197480.100,0.000
200295.900,206818.100,285532.400,280355.400,211810.800,190510.500,189864.100,197172.700,0.000
200482.800,206937.500,284350.800,280307.100,211868.000,190620.100,189936.500,197288.800,0.000
200811.900,207302.900,283503.900,280399.400,212317.700,190915.400,190275.400,197671.600,0.000
200825.000,207406.100,282400.000,280271.600,212541.300,190986.900,190409.300,197792.800,0.000
200493.500,207098.400,280828.900,279840.500,212226.700,190726.200,190142.600,197469.500,0.000
200273.700,206793.900,279255.700,279466.300,211805.400,190487.300,189834.600,197143.400,0.000
200459.700,206901.400,278176.600,279422.700,211853.300,190589.600,189901.500,197255.900,0.000
200790.100,207267.200,277435.500,279531.400,212302.600,190886.400,190242.600,197643.700,0.000
200796.100,207366.700,276429.200,279409.000,212516.900,190951.300,190374.100,197760.900,0.000
200460.100,207055.200,274959.200,278995.200,212197.600,190688.300,190107.700,197439.500,0.000
200250.400,206764.700,273502.000,278649.300,211789.500,190461.700,189810.500,197127.200,0.000
200443.200,206887.100,272533.300,278612.900,211851.100,190576.300,189884.300,197242.600,0.000
200784.500,207264.100,271901.500,278747.800,212312.300,190883.900,190236.600,197640.800,0.000
200794.600,207364.800,270992.600,278640.300,212530.800,190953.600,190369.500,197757.800,0.000
200449.500,207038.800,269600.100,278214.900,212198.000,190675.600,190086.300,197417.400,0.000
200229.700,206740.600,268224.300,277863.100,211780.600,190439.900,189783.900,197097.500,0.000
200412.100,206853.300,267339.000,277842.300,211831.300,190545.400,189853.900,197212.300,0.000
200764.500,207241.700,266807.300,277998.600,212303.800,190863.700,190216.600,197623.500,0.000
200794.600,207367.300,266006.900,277911.800,212546.600,190952.300,190370.400,197760.900,0.000
200450.500,207044.000,264699.300,277500.800,212214.900,190675.600,190085.700,197422.500,0.000
200233.700,206746.600,263404.800,277169.000,211801.000,190441.700,189781.200,197103.800,0.000
200437.800,206879.600,262616.500,277175.900,211873.500,190568.500,189873.100,197239.600,0.000
200781.100,207258.900,262150.200,277317.000,212329.500,190876.700,190226.900,197636.700,0.000
200793.800,207369.000,261408.200,277229.500,212553.800,190950.900,190366.100,197759.200,0.000
200456.800,207057.100,260182.600,276839.000,212233.700,190683.300,190095.500,197430.800,0.000
200245.900,206767.700,258971.400,276519.400,211827.000,190455.700,189803.400,197119.000,0.000
200435.400,206883.500,258240.700,276512.400,211881.400,190565.500,189876.700,197230.400,0.000
200775.300,207258.400,257845.800,276666.300,212340.600,190872.900,190230.100,197624.800,0.000
200782.600,207361.300,257171.200,276586.800,212562.000,190944.200,190367.500,197746.600,0.000
200444.000,207044.800,256013.400,276209.600,212239.500,190675.200,190096.300,197424.500,0.000
200224.600,206744.000,254853.800,275881.300,211816.100,190436.700,189788.800,197099.800,0.000
200424.700,206872.800,254197.200,275893.200,211884.200,190561.500,189876.800,197225.900,0.000
200758.400,207236.700,253857.300,276051.200,212340.100,190863.300,190225.800,197617.800,0.000
200773.500,207344.200,253243.600,275978.200,212560.800,190930.300,190360.500,197735.400,0.000
200435.400,207028.500,252141.000,275600.500,212230.600,190654.800,190082.600,197404.300,0.000
200222.800,206729.800,251051.100,275285.300,211820.000,190423.500,189785.300,197091.600,0.000
200416.600,206846.300,250446.300,275309.600,211877.300,190537.500,189863.100,197215.300,0.000
200754.700,207223.400,250170.300,275468.700,212335.000,190841.800,190214.800,197608.900,0.000
200769.100,207332.100,249616.100,275395.500,212560.000,190915.700,190352.700,197726.600,0.000
200424.300,207006.900,248565.200,275018.900,212227.000,190639.900,190072.700,197392.200,0.000
200207.500,206712.600,247525.300,274712.500,211808.800,190402.700,189772.300,197074.700,0.000
200401.600,206835.500,246980.900,274741.000,211872.900,190524.100,189862.700,197206.600,0.000
200756.000,207232.500,246780.900,274937.300,212355.800,190855.000,190242.300,197628.000,0.000
200774.300,207355.500,246285.900,274871.900,212589.200,190930.300,190385.200,197749.300,0.000
200439.400,207047.800,245300.700,274506.200,212276.400,190666.600,190117.200,197422.600,0.000
200215.700,206742.200,244303.300,274193.200,211856.500,190428.100,189809.100,197095.400,0.000
200429.500,206888.700,243819.900,274240.400,211936.200,190561.300,189904.500,197233.000,0.000
200777.800,207271.200,243648.200,274436.000,212403.500,190879.300,190263.500,197638.100,0.000
200787.200,207371.000,243180.700,274362.800,212618.200,190944.500,190387.600,197742.000,0.000
