sys_time,eeg_time,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1782503666.3158906,34027.9600247,192037.171875,195417.203125,446442.6875,534572.6875,195059.65625,204052.578125,191225.703125,234990.25
1782503666.3161566,34027.9600272,192021.25,195399.9375,446393.25,534549.9375,195024.078125,204017.96875,191206.390625,234922.75
1782503666.316306,34027.9600285,192016.6875,195391.890625,446368.90625,534546.5625,195010.125,203999.28125,191196.390625,234899.140625
1782503666.3781328,34028.0066574,192008.28125,195378.9375,446369.53125,534548.4375,195011.921875,203993.5625,191184.9375,234915.765625
1782503666.378263,34028.0067124,192004.890625,195375.53125,446398.4375,534548.1875,195027.296875,204006.53125,191186.015625,234951.09375
1782503666.378389,34028.0067952,192005.0625,195377.59375,446385.8125,534538.5,195017.640625,203999.203125,191183.78125,234931.6875
1782503666.378477,34028.0068012,192005.25,195377.40625,446353.4375,534529.0,194996.8125,203981.3125,191175.015625,234881.0
1782503666.3785985,34028.0068025,192022.0625,195392.171875,446361.125,534549.0625,195008.078125,203991.6875,191187.984375,234887.15625
1782503666.3787365,34028.0068037,192035.828125,195403.25,446391.53125,534566.6875,195033.28125,204015.015625,191204.515625,234933.390625
1782503666.3787742,34028.0068052,192040.03125,195405.9375,446427.5625,534568.875,195051.875,204037.109375,191210.78125,234977.28125
1782503666.4094074,34028.0378837,192044.859375,195412.28125,446424.875,534561.0625,195047.40625,204038.09375,191212.75,234964.765625
1782503666.4097939,34028.0379052,192062.109375,195429.890625,446409.25,534570.25,195045.09375,204038.890625,191222.671875,234932.046875
1782503666.4396818,34028.0686864,192067.75,195435.078125,446404.9375,534581.9375,195049.015625,204039.421875,191226.96875,234928.015625
1782503666.4398732,34028.0687884,192062.109375,195429.71875,446421.65625,534588.5,195059.484375,204045.234375,191226.96875,234959.046875
1782503666.440113,34028.0688268,192051.03125,195424.625,446450.71875,534587.75,195070.484375,204057.84375,191230.0,234996.5
1782503666.4404047,34028.0688483,192032.515625,195411.203125,446424.96875,534563.25,195045.53125,204038.796875,191215.96875,234965.03125
1782503666.4707787,34028.0997723,192026.890625,195399.9375,446381.6875,534544.5,195013.609375,204011.359375,191197.1875,234905.3125
1782503666.5020711,34028.1306092,192037.34375,195406.203125,446377.5,534555.5625,195015.671875,204008.40625,191200.859375,234899.765625
1782503666.502681,34028.1306301,192041.546875,195408.171875,446396.625,534568.25,195030.78125,204019.046875,191203.890625,234931.859375
1782503666.5481677,34028.1766862,192040.296875,195405.578125,446423.0,534568.875,195045.4375,204031.203125,191208.1875,234963.6875
1782503666.5494483,34028.1766927,192033.140625,195399.765625,446408.625,534557.375,195034.53125,204018.78125,191201.84375,234942.421875
1782503666.549501,34028.1766941,192026.4375,195395.46875,446374.46875,534544.5,195013.25,203999.375,191191.109375,234894.140625
1782503666.5496612,34028.1766956,192026.625,195395.921875,446366.25,534543.625,195009.0625,203993.03125,191189.40625,234885.640625
1782503666.5498304,34028.1766971,192031.09375,195398.609375,446384.75,534555.3125,195023.546875,204005.640625,191196.734375,234916.21875
1782503666.5500324,34028.1766991,192020.8125,195391.265625,446408.71875,534553.5,195031.59375,204017.875,191198.265625,234949.125
1782503666.550283,34028.1767006,192010.25,195382.59375,446390.03125,534532.625,195012.546875,204004.734375,191187.4375,234926.859375
1782503666.5504308,34028.1767024,192019.28125,195392.34375,446366.78125,534530.1875,195003.78125,203999.46875,191188.609375,234890.5625
1782503666.5506003,34028.1767044,192033.859375,195405.84375,446368.90625,534548.1875,195012.453125,204007.0625,191200.9375,234893.234375
1782503666.5792582,34028.2077311,192041.28125,195409.859375,446389.46875,534566.25,195031.765625,204020.5625,191212.390625,234926.5
1782503666.5826256,34028.2077939,192046.90625,195414.15625,446424.25,534573.4375,195058.5,204044.703125,191226.0625,234970.3125
1782503666.5827475,34028.2078418,192043.15625,195412.453125,446410.5,534555.5625,195047.234375,204039.515625,191220.34375,234951.796875
1782503666.5828192,34028.2078977,192037.53125,195407.0,446372.6875,534536.0,195022.640625,204019.21875,191204.25,234900.84375
1782503666.5838523,34028.2079677,192036.90625,195403.515625,446357.125,534537.8125,195016.03125,204008.140625,191197.71875,234886.09375
1782503666.5839295,34028.2079952,192034.390625,195403.96875,446373.125,534547.4375,195031.5,204016.71875,191204.25,234918.71875
1782503666.583959,34028.2080224,192033.328125,195406.296875,446408.4375,534553.375,195055.09375,204038.453125,191215.0625,234966.28125
1782503666.5839822,34028.2080512,192024.5625,195397.265625,446387.6875,534533.4375,195036.953125,204021.375,191199.609375,234942.140625
1782503666.584072,34028.2080669,192021.515625,195389.65625,446348.1875,534518.125,195012.546875,203999.46875,191183.6875,234891.09375
1782503666.584378,34028.2080921,192025.8125,195389.921875,446334.0625,534523.375,195010.3125,203995.4375,191188.609375,234884.296875
1782503666.5844057,34028.2081191,192038.515625,195402.171875,446363.8125,534543.4375,195037.390625,204021.453125,191212.125,234937.5
1782503666.5844278,34028.2081421,192034.390625,195399.5,446395.84375,534541.8125,195053.671875,204039.15625,191218.109375,234987.125
1782503666.6099155,34028.2385657,192032.421875,195399.5,446385.28125,534525.8125,195043.921875,204034.6875,191214.359375,234978.0
1782503666.6103811,34028.2385716,192038.421875,195403.78125,446359.8125,534517.5,195029.171875,204025.296875,191211.84375,234941.34375
1782503666.6104517,34028.2385728,192039.40625,195403.421875,446349.25,534520.25,195024.703125,204022.171875,191214.984375,234936.34375
1782503666.6106799,34028.238574,192044.046875,195406.828125,446370.15625,534533.3125,195040.96875,204036.65625,191226.421875,234975.765625
1782503666.610751,34028.2385753,192041.640625,195404.6875,446403.0625,534532.1875,195058.234375,204054.8125,191233.75,235024.40625
1782503666.6110578,34028.2385769,192034.484375,195399.5,446383.9375,534513.625,195041.421875,204041.578125,191223.296875,235007.234375
1782503666.611127,34028.2385781,192026.625,195390.46875,446339.6875,534498.25,195010.3125,204014.578125,191201.21875,234952.078125
1782503666.6114402,34028.2385795,192029.75,195389.65625,446332.34375,534505.6875,195010.671875,204012.15625,191198.4375,234950.546875
1782503666.611514,34028.2385807,192032.78125,195391.71875,446353.28125,534518.1875,195027.296875,204024.3125,191206.84375,234988.90625
1782503666.6118307,34028.2385819,192027.0625,195390.46875,446382.6875,534518.375,195042.9375,204040.765625,191215.15625,235031.46875
1782503666.6118999,34028.2385831,192022.234375,195387.6875,446369.53125,534502.75,195034.171875,204036.03125,191210.78125,235017.25
1782503666.6405954,34028.2692848,192019.015625,195383.765625,446325.46875,534484.625,195007.453125,204012.25,191195.40625,234961.015625
1782503666.6408067,34028.2693308,192016.78125,195378.3125,446308.3125,534483.1875,194996.453125,203996.6875,191182.25,234946.34375
1782503666.6411538,34028.2693674,192030.640625,195392.796875,446334.125,534505.875,195022.46875,204015.921875,191199.953125,234989.0
1782503666.6413958,34028.2693718,192037.609375,195401.46875,446377.21875,534516.875,195051.078125,204046.046875,191217.3125,235040.578125
1782503666.6414785,34028.2693732,192034.21875,195396.09375,446363.90625,534499.6875,195039.1875,204038.890625,191210.328125,235023.328125
1782503666.6416652,34028.2693745,192031.71875,195397.703125,446325.5625,534485.6875,195018.53125,204018.78125,191202.015625,234972.09375
1782503666.6417716,34028.2693758,192024.734375,195392.171875,446305.71875,534481.125,195006.734375,204003.578125,191191.734375,234954.125
1782503666.6420324,34028.2693772,192026.078125,195392.34375,446320.8125,534491.75,195022.203125,204014.9375,191197.640625,234988.28125
1782503666.6421032,34028.2693789,192033.5,195401.546875,446366.0625,534504.1875,195051.078125,204047.125,191216.671875,235044.15625
1782503666.6424735,34028.2693803,192028.671875,195398.875,446351.03125,534490.75,195037.671875,204038.265625,191209.96875,235022.4375
1782503666.6425414,34028.2693816,192028.765625,195400.390625,446316.625,534479.875,195015.578125,204019.671875,191199.421875,234969.0625
1782503666.6425984,34028.2693828,192021.875,195394.40625,446293.46875,534476.125,195006.546875,204004.46875,191194.6875,234945.28125
1782503666.6427565,34028.2693843,192029.125,195406.46875,446320.1875,534499.0,195037.21875,204028.609375,191219.890625,234985.15625
1782503666.6428266,34028.2693855,192038.59375,195417.109375,446365.96875,534509.25,195069.140625,204063.296875,191240.90625,235039.421875
1782503666.6429043,34028.2693872,192039.140625,195413.984375,446359.96875,534490.375,195055.453125,204059.015625,191229.375,235026.015625
1782503666.64311,34028.2693885,192030.46875,195400.390625,446316.34375,534467.3125,195021.578125,204025.296875,191197.546875,234962.890625
1782503666.6432078,34028.2693897,192027.421875,195394.578125,446297.125,534468.75,195007.359375,204008.578125,191185.921875,234940.71875
1782503666.6432638,34028.2693912,192038.859375,195405.671875,446325.375,534489.625,195031.671875,204030.75,191202.734375,234981.578125
1782503666.6433434,34028.2693926,192047.625,195415.328125,446374.0,534500.6875,195062.515625,204060.796875,191219.71875,235034.765625
1782503666.6436834,34028.2693939,192039.765625,195408.171875,446359.8125,534485.3125,195047.59375,204044.703125,191207.65625,235011.265625
1782503666.6437511,34028.2693951,192036.71875,195404.140625,446323.3125,534475.0,195025.15625,204022.4375,191195.578125,234958.515625
1782503666.6438127,34028.2693965,192038.59375,195404.765625,446311.25,534476.625,195018.359375,204015.921875,191192.890625,234945.546875
1782503666.6439102,34028.2693978,192034.9375,195401.109375,446326.90625,534481.625,195027.03125,204022.359375,191197.8125,234975.578125
1782503666.644025,34028.2693991,192035.109375,195404.0625,446365.34375,534484.75,195048.84375,204044.171875,191207.65625,235021.8125
1782503666.644059,34028.2694006,192033.328125,195404.234375,446352.8125,534474.125,195038.5625,204038.984375,191203.171875,235001.421875
1782503666.6441774,34028.2694021,192029.75,195399.578125,446314.65625,534459.1875,195015.046875,204016.546875,191192.984375,234945.359375
1782503666.6443217,34028.2694035,192035.109375,195402.171875,446308.65625,534467.4375,195017.28125,204012.96875,191200.765625,234938.125
1782503666.6881769,34028.3159653,192045.390625,195413.0,446336.375,534488.875,195042.140625,204034.78125,191220.96875,234981.9375
1782503666.6884933,34028.3160124,192046.640625,195417.5625,446374.625,534494.8125,195065.734375,204060.078125,191233.75,235031.375
1782503666.688629,34028.3160825,192034.84375,195406.015625,446355.3125,534473.0625,195047.765625,204045.6875,191224.015625,235006.78125
1782503666.688681,34028.316191,192028.40625,195398.6875,446314.125,534460.375,195025.953125,204023.15625,191216.765625,234953.40625
1782503666.6888993,34028.3162118,192023.3125,195395.921875,446297.125,534456.3125,195019.25,204011.359375,191205.859375,234939.375
1782503666.6891353,34028.3162318,192020.625,195394.75,446310.28125,534463.6875,195029.890625,204015.828125,191204.078125,234967.890625
1782503666.689195,34028.3162716,192017.5,195393.328125,446346.3125,534469.5,195048.9375,204035.40625,191213.90625,235010.1875
1782503666.6892183,34028.3163163,192008.921875,195384.921875,446328.59375,534452.75,195032.390625,204025.21875,191206.046875,234985.0625
1782503666.6894221,34028.3163569,192036.984375,195410.765625,446319.84375,534468.5625,195038.203125,204032.453125,191218.375,234958.0625
1782503666.6895876,34028.3163616,192049.859375,195423.453125,446319.46875,534481.4375,195046.34375,204034.953125,191222.140625,234956.09375
1782503666.6897879,34028.3163638,192038.234375,195413.53125,446328.0625,534483.0625,195052.953125,204037.28125,191220.875,234978.890625
1782503666.6900535,34028.3164043,192031.984375,195403.78125,446359.0,534479.5,195065.296875,204049.078125,191219.1875,235016.53125
1782503666.6901221,34028.3164432,192025.28125,195395.5625,446342.09375,534461.4375,195045.0,204034.15625,191204.609375,234993.5625
1782503666.7346263,34028.3635104,192020.53125,195395.296875,446304.09375,534449.5625,195022.828125,204013.140625,191193.609375,234939.109375
1782503666.73541,34028.3635762,192026.96875,195401.546875,446295.4375,534459.1875,195028.453125,204012.078125,191201.21875,234931.421875
1782503666.7356458,34028.3636139,192035.296875,195409.15625,446319.46875,534475.5,195050.71875,204027.0,191214.625,234972.015625
1782503666.7357998,34028.3636601,192024.03125,195398.421875,446344.40625,534468.6875,195059.125,204036.84375,191210.328125,235008.125
1782503666.7359927,34028.3636659,192009.359375,195385.90625,446321.875,534440.875,195036.953125,204018.328125,191193.796875,234979.34375
1782503666.7362003,34028.3636679,192012.484375,195388.953125,446289.71875,534433.4375,195020.40625,204003.3125,191189.046875,234932.3125
1782503666.7363076,34028.3636696,192025.1875,195398.328125,446287.03125,534448.75,195029.0,204009.125,191198.4375,234933.65625
1782503666.7363386,34028.3636714,192030.375,195401.546875,446303.65625,534464.125,195045.09375,204021.1875,191205.234375,234968.34375
1782503666.736364,34028.3636732,192025.984375,195399.3125,446336.5625,534464.0,195060.90625,204038.171875,191208.8125,235010.8125
1782503666.7502744,34028.3939389,192023.3125,195397.171875,446323.5,534448.0,195049.5625,204033.4375,191203.8125,234992.75
1782503666.7504544,34028.3940244,192019.640625,195391.0,446282.5625,534430.5625,195025.6875,204012.078125,191188.875,234936.6875
1782503666.7504902,34028.3940546,192022.140625,195392.515625,446267.4375,534436.125,195025.0625,204005.640625,191188.96875,234922.5625
1782503666.7508433,34028.3940845,192027.78125,195400.03125,446286.5,534452.4375,195045.625,204021.640625,191202.734375,234959.578125
1782503666.7509277,34028.3940988,192031.71875,195400.921875,446325.09375,534458.875,195069.140625,204044.796875,191212.65625,235008.75
1782503666.75105,34028.3941103,192029.296875,195394.84375,446311.59375,534444.625,195056.078125,204033.796875,191199.875,234989.890625
1782503666.75115,34028.3941276,192029.921875,195395.46875,446275.3125,534435.0625,195035.34375,204017.53125,191189.953125,234942.0625
1782503666.8121653,34028.4412576,192031.0,195396.1875,446261.28125,534435.625,195030.421875,204012.96875,191189.046875,234933.03125
1782503666.813486,34028.441606,192035.296875,195398.328125,446276.84375,534448.5,195045.890625,204024.40625,191197.71875,234966.109375
1782503666.8136213,34028.441701,192035.5625,195399.40625,446313.125,534457.4375,195068.25,204044.25,191208.28125,235012.328125
1782503666.8441408,34028.4872059,192031.171875,195396.640625,446302.5,534445.875,195060.375,204038.453125,191206.75,234995.34375
1782503666.8446207,34028.487407,192029.921875,195396.015625,446264.75,534434.1875,195041.953125,204022.625,191201.296875,234942.328125
1782503666.8450773,34028.4874388,192033.140625,195396.453125,446251.71875,534439.4375,195040.703125,204018.5,191203.265625,234927.65625
1782503666.845152,34028.4874651,192042.53125,195404.859375,446277.0,534458.125,195065.5625,204035.9375,191218.828125,234965.03125
1782503666.8451788,34028.4874809,192030.109375,195391.265625,446301.6875,534452.875,195072.984375,204040.234375,191208.28125,234996.953125
1782503666.8452713,34028.4874962,192015.171875,195375.625,446277.09375,534430.3125,195049.640625,204017.4375,191187.0,234966.109375
1782503666.8904576,34028.5341365,192008.015625,195370.890625,446232.75,534412.6875,195021.75,203990.34375,191171.703125,234905.21875
1782503666.8930206,34028.5350996,192003.109375,195365.15625,446215.75,534409.25,195011.46875,203977.5625,191163.125,234888.328125
1782503666.9361174,34028.5648258,192009.0,195370.53125,446239.375,534423.4375,195031.765625,203995.53125,191172.78125,234927.484375
1782503666.9374075,34028.5650099,192010.96875,195373.75,446278.875,534428.5625,195053.21875,204019.046875,191179.125,234974.875
1782503666.9375646,34028.5651263,192011.859375,195374.109375,446274.875,534418.4375,195045.4375,204018.234375,191175.46875,234963.25
1782503666.9378946,34028.5651878,192022.59375,195384.5625,446249.75,534418.8125,195036.953125,204012.25,191180.375,234924.4375
1782503666.9379754,34028.5652511,192035.296875,195397.96875,446244.90625,534431.875,195045.171875,204015.828125,191192.890625,234919.890625
1782503666.9380057,34028.5653161,192037.078125,195402.890625,446255.625,534441.6875,195060.46875,204022.078125,191203.0,234943.125
1782503666.9381137,34028.5653429,192028.140625,195395.203125,446287.375,534439.625,195074.765625,204033.703125,191203.453125,234982.296875
1782503666.9382558,34028.5653708,192019.640625,195385.90625,446272.8125,534419.125,195059.21875,204019.578125,191192.1875,234963.34375
1782503666.9383216,34028.5653997,192017.859375,195383.671875,446233.8125,534403.25,195035.609375,203999.640625,191180.921875,234908.984375
1782503666.9385192,34028.5654255,192024.65625,195389.125,446223.71875,534409.9375,195037.125,203998.296875,191185.03125,234900.03125
1782503666.9387822,34028.5654436,192031.796875,195395.203125,446243.125,534425.4375,195059.125,204013.671875,191198.171875,234933.75
1782503666.938862,34028.5654666,192027.0625,195393.59375,446273.15625,534429.4375,195077.453125,204029.328125,191203.984375,234971.5625
1782503666.966863,34028.5954276,192024.109375,195388.859375,446261.0,534416.625,195068.953125,204022.53125,191198.171875,234955.640625
1782503666.9676301,34028.5956122,192021.703125,195384.5625,446222.75,534404.9375,195048.390625,204002.5,191187.796875,234902.8125
1782503666.9682357,34028.5957419,192017.671875,195378.9375,446203.78125,534402.5,195038.921875,203990.609375,191180.5625,234886.359375
1782503666.9685533,34028.5959036,192016.25,195375.71875,446214.0625,534407.6875,195048.578125,203994.453125,191179.390625,234911.75
1782503666.9687722,34028.5959456,192018.125,195380.984375,446249.03125,534414.9375,195070.75,204017.609375,191192.0,234955.203125
1782503666.9689338,34028.5959759,192023.484375,195388.953125,446247.0625,534412.5625,195071.640625,204025.125,191204.078125,234947.0625
1782503666.9689689,34028.5960509,192017.40625,195383.765625,446207.09375,534397.5,195046.0625,204004.5625,191187.53125,234893.15625
1782503666.969138,34028.596089,192008.828125,195368.109375,446182.5,534388.6875,195027.203125,203979.796875,191161.34375,234870.171875
1782503666.9694679,34028.5962872,192009.8125,195363.015625,446194.75,534399.0625,195039.625,203983.734375,191166.96875,234897.625
1782503666.9695802,34028.5963576,192018.578125,195373.484375,446234.625,534414.0625,195069.40625,204012.703125,191189.40625,234948.9375
1782503666.9696233,34028.5964575,192019.28125,195378.75,446227.5625,534405.1875,195062.875,204013.40625,191185.296875,234937.59375
1782503666.9977052,34028.6265924,192004.359375,195362.84375,446181.0625,534378.375,195028.453125,203981.21875,191157.84375,234873.296875
1782503666.9984713,34028.6269018,192004.53125,195361.5,446166.78125,534382.5,195024.703125,203972.734375,191158.296875,234860.078125
1782503666.9988375,34028.6269466,192028.859375,195385.546875,446205.5625,534416.125,195062.78125,204004.375,191188.34375,234913.359375
1782503666.9988766,34028.6269946,192026.265625,195384.75,446239.625,534419.3125,195080.578125,204024.40625,191198.4375,234956.90625
1782503666.9990106,34028.6270224,192016.609375,195376.25,446218.09375,534400.8125,195061.265625,204009.828125,191186.015625,234928.734375
1782503666.9991229,34028.6270438,192014.90625,195378.9375,446179.90625,534392.875,195039.90625,203991.0625,191177.96875,234872.046875
1782503666.9994097,34028.6270616,192005.609375,195371.328125,446162.5625,534389.4375,195031.40625,203979.171875,191172.609375,234854.171875
1782503666.9995534,34028.6270854,191994.15625,195356.765625,446167.65625,534388.5625,195034.453125,203976.75,191165.8125,234876.4375
1782503666.9997582,34028.6271867,192005.609375,195363.46875,446211.375,534398.5625,195061.265625,204000.984375,191178.140625,234930.25
1782503666.9998682,34028.6271921,192038.234375,195394.578125,446236.9375,534417.375,195082.375,204025.75,191203.984375,234947.328125
1782503666.9999866,34028.6271936,192034.84375,195391.09375,446202.625,534404.125,195063.140625,204008.765625,191196.734375,234898.78125
1782503667.0001905,34028.627195,192026.34375,195379.109375,446180.28125,534397.9375,195050.546875,203990.171875,191183.515625,234877.421875
1782503667.0002966,34028.6271964,192024.203125,195375.53125,446192.25,534406.875,195061.359375,203994.90625,191185.296875,234903.25
1782503667.0003867,34028.6271977,192020.359375,195375.359375,446227.375,534412.875,195081.390625,204016.71875,191196.46875,234948.3125
1782503667.0006504,34028.6271992,192023.125,195379.828125,446220.875,534408.9375,195079.0625,204018.859375,191199.515625,234939.734375
1782503667.0007162,34028.6272005,192025.453125,195383.140625,446187.875,534402.1875,195063.328125,204004.734375,191191.734375,234892.703125
1782503667.0009866,34028.627202,192029.84375,195388.234375,446184.375,534410.3125,195070.484375,204005.984375,191191.203125,234892.53125
1782503667.001069,34028.6272033,192028.40625,195382.421875,446194.65625,534416.3125,195079.859375,204007.328125,191184.140625,234916.21875
1782503667.001099,34028.6272047,192026.890625,195378.9375,446224.53125,534419.875,195096.578125,204021.1875,191188.609375,234953.0625
1782503667.0016832,34028.6272061,192021.875,195376.078125,446212.46875,534405.75,195087.109375,204013.5,191186.109375,234935.171875
1782503667.001798,34028.6272075,192007.9375,195363.109375,446163.28125,534384.125,195056.4375,203986.59375,191170.453125,234874.015625
1782503667.0018322,34028.6272089,192004.0,195359.078125,446139.59375,534379.625,195043.65625,203974.609375,191164.203125,234851.484375
1782503667.0019178,34028.6272102,192001.859375,195359.078125,446151.21875,534388.3125,195054.921875,203982.203125,191168.046875,234878.9375
1782503667.0022388,34028.6272115,191993.453125,195354.34375,446181.625,534385.8125,195070.484375,203998.65625,191172.875,234920.515625
1782503667.0023143,34028.6272129,191994.703125,195358.453125,446177.21875,534378.5625,195066.28125,203999.90625,191174.390625,234912.28125
1782503667.0023456,34028.6272142,192010.875,195374.546875,446161.21875,534384.25,195062.875,203998.125,191179.9375,234882.78125
1782503667.0024567,34028.6272155,192010.703125,195370.703125,446145.75,534385.4375,195058.671875,203986.765625,191178.234375,234869.640625
1782503667.0288393,34028.6726043,192013.203125,195372.765625,446161.9375,534398.75,195075.03125,203998.484375,191187.359375,234903.34375
1782503667.0291135,34028.6726727,192012.9375,195373.125,446201.90625,534404.375,195095.25,204018.78125,191191.828125,234951.796875
1782503667.0292692,34028.6727034,192005.421875,195361.671875,446187.25,534385.875,195076.640625,204002.5,191175.734375,234927.390625
1782503667.0293577,34028.6727263,192001.9375,195355.78125,446148.71875,534372.375,195051.078125,203980.15625,191157.21875,234871.609375
1782503667.0295537,34028.6727451,192006.671875,195362.390625,446141.5625,534380.0,195050.984375,203978.28125,191161.421875,234864.984375
1782503667.0602272,34028.7038311,192010.171875,195366.234375,446156.5625,534393.6875,195067.4375,203990.171875,191176.53125,234895.921875
1782503667.075676,34028.7039214,192001.5,195358.8125,446180.96875,534388.0625,195079.6875,204004.375,191181.1875,234931.0625
1782503667.075881,34028.7039714,191998.0,195353.984375,446169.0,534377.8125,195070.203125,203999.375,191177.78125,234913.1875
1782503667.07596,34028.7040103,191988.625,195342.90625,446126.8125,534361.125,195042.3125,203974.34375,191161.875,234853.90625
1782503667.0759966,34028.704024,191986.65625,195338.703125,446109.28125,534358.4375,195034.453125,203963.515625,191158.03125,234833.15625
1782503667.0760984,34028.7040375,191988.34375,195338.15625,446124.65625,534371.75,195048.578125,203971.84375,191161.34375,234862.125
1782503667.0761447,34028.7040452,191988.34375,195335.65625,446165.96875,534378.5625,195070.484375,203990.4375,191163.21875,234912.46875
1782503667.0761676,34028.7040658,191980.65625,195327.078125,446154.78125,534359.5,195055.90625,203974.78125,191148.46875,234893.234375
1782503667.076189,34028.7040882,191978.515625,195326.625,446119.65625,534348.25,195032.390625,203952.796875,191135.671875,234837.546875
1782503667.0762103,34028.7041033,191994.515625,195344.328125,446128.78125,534369.8125,195047.671875,203965.21875,191151.6875,234842.546875
1782503667.0762296,34028.7041097,192013.296875,195366.234375,446161.9375,534394.75,195080.140625,203991.0625,191178.40625,234887.609375
1782503667.0762491,34028.7041211,192019.203125,195377.6875,446206.03125,534404.125,195107.84375,204018.78125,191198.0,234941.515625
1782503667.106744,34028.7347577,192018.125,195379.203125,446205.75,534393.75,195102.21875,204019.046875,191196.03125,234935.265625
1782503667.107991,34028.7347833,192015.078125,195378.3125,446170.875,534382.3125,195082.28125,204000.171875,191189.5,234884.484375
1782503667.1082196,34028.7347884,192006.765625,195372.40625,446153.28125,534376.6875,195072.53125,203986.328125,191184.40625,234867.140625
1782503667.1085095,34028.7347901,192004.625,195370.265625,446167.125,534382.9375,195084.15625,203995.265625,191190.21875,234896.640625
1782503667.1088474,34028.734792,192008.46875,195374.90625,446209.875,534393.9375,195108.296875,204021.1875,191205.6875,234948.40625
1782503667.1090076,34028.7347939,191985.671875,195351.03125,446179.8125,534361.6875,195078.875,203992.671875,191177.4375,234915.421875
1782503667.109558,34028.7347957,191982.8125,195345.5,446138.78125,534346.1875,195053.3125,203967.546875,191160.171875,234858.640625
1782503667.1096795,34028.7347973,191990.40625,195347.375,446126.96875,534352.0,195048.578125,203961.015625,191157.84375,234846.125
1782503667.153585,34028.7815343,191983.703125,195335.65625,446129.5625,534356.1875,195046.515625,203955.921875,191151.0625,234861.6875
1782503667.1541324,34028.7815611,191977.625,195327.703125,446161.59375,534357.875,195060.828125,203968.890625,191150.96875,234898.421875
1782503667.1541634,34028.7815928,191981.90625,195333.25,446161.21875,534350.9375,195061.453125,203971.03125,191154.71875,234890.921875
1782503667.154307,34028.7816115,191991.390625,195343.34375,446137.625,534346.9375,195052.15625,203967.1875,191160.171875,234850.59375
1782503667.1544576,34028.7816259,191985.40625,195338.34375,446123.0625,534345.8125,195041.6875,203959.953125,191155.171875,234832.71875
1782503667.1546767,34028.7816384,191993.171875,195348.09375,446148.53125,534363.4375,195061.265625,203977.828125,191168.75,234869.109375
1782503667.154867,34028.7816521,192003.375,195359.265625,446200.84375,534377.5,195093.90625,204010.46875,191188.15625,234929.71875
1782503667.1549497,34028.7816829,191997.734375,195355.234375,446192.53125,534361.9375,195080.765625,204001.875,191181.359375,234913.625
1782503667.1549807,34028.7817617,191987.90625,195348.984375,446148.53125,534338.875,195048.75,203974.4375,191164.734375,234850.953125
1782503667.1551473,34028.7818371,191987.09375,195346.203125,446132.71875,534337.4375,195041.328125,203961.5625,191159.1875,234833.421875
1782503667.1554232,34028.7818601,191989.25,195348.796875,446148.8125,534347.375,195056.359375,203966.734375,191164.734375,234860.875
1782503667.21564,34028.8441144,191983.515625,195345.140625,446180.90625,534349.875,195071.375,203981.3125,191168.578125,234903.25
1782503667.215726,34028.844157,191973.328125,195336.203125,446165.34375,534331.5,195053.046875,203968.625,191154.8125,234882.421875
1782503667.2157524,34028.8441651,191978.15625,195341.203125,446129.5625,534324.9375,195034.171875,203952.4375,191151.5,234831.640625
1782503667.247384,34028.875721,191977.71875,195340.3125,446116.875,534328.0625,195030.515625,203947.609375,191152.390625,234817.515625
1782503667.279186,34028.9069502,191972.609375,195334.140625,446125.8125,534331.25,195037.21875,203951.8125,191150.875,234841.125
1782503667.2794235,34028.9070019,191980.390625,195339.765625,446170.34375,534342.5,195064.84375,203981.84375,191162.140625,234896.453125
1782503667.279712,34028.9070486,191991.390625,195348.53125,446179.1875,534342.4375,195068.421875,203990.171875,191169.109375,234897.71875
1782503667.3096704,34028.9382301,191995.953125,195353.265625,446152.5625,534334.0625,195053.140625,203977.65625,191166.703125,234852.296875
1782503667.3102334,34028.9383687,191991.484375,195348.796875,446134.84375,534332.25,195045.890625,203965.046875,191164.28125,234832.171875
1782503667.310303,34028.9385481,192002.125,195357.921875,446154.59375,534355.5,195069.046875,203981.046875,191181.1875,234864.8125
1782503667.310368,34028.9386183,192009.8125,195368.65625,446202.625,534373.9375,195100.703125,204014.578125,191201.65625,234922.390625
1782503667.310532,34028.938643,192004.0,195364.984375,446196.1875,534358.625,195088.53125,204005.546875,191194.859375,234908.171875
1782503667.3106532,34028.9386713,191992.203125,195359.078125,446158.09375,534338.125,195060.90625,203979.609375,191179.125,234853.1875
1782503667.3112154,34028.9387201,191983.703125,195347.90625,446137.25,534327.25,195044.28125,203960.75,191162.140625,234828.78125
1782503667.3113482,34028.9387888,191978.515625,195338.875,446141.1875,534328.875,195047.234375,203956.375,191153.828125,234846.484375
1782503667.3114195,34028.9388086,191978.96875,195340.484375,446182.78125,534337.875,195070.03125,203978.8125,191166.34375,234895.203125
1782503667.3116477,34028.9388215,191978.0625,195340.75,446179.8125,534330.0,195063.5,203977.828125,191168.9375,234884.03125
1782503667.3117158,34028.9388374,191973.15625,195335.390625,446144.0625,534316.125,195038.921875,203957.53125,191155.796875,234827.96875
1782503667.311783,34028.9388493,191973.875,195337.09375,446135.3125,534320.25,195037.21875,203951.984375,191152.84375,234817.6875
1782503667.311809,34028.9388593,191985.40625,195350.140625,446164.71875,534340.9375,195064.9375,203973.453125,191172.0625,234865.703125
