EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,TRIG
198645.1,190826.4,457833.1,585610.3,200055.2,209755.1,215167.5,209979.5,0.0
199624.7,191414.2,457348.5,585232.3,200897.1,210285.5,215864.2,210993.4,0.0
201097.8,192248.8,457389.0,585733.2,202308.6,211123.1,216965.7,212816.4,0.0
201227.9,192293.2,456274.9,584762.4,202386.6,211126.8,216972.8,212982.7,0.0
200043.7,191555.4,454006.6,582207.4,201171.4,210316.3,215948.3,211495.0,0.0
198574.6,190650.7,451465.5,579213.1,199709.8,209339.7,214774.0,209687.6,0.0
199533.0,191222.4,451004.4,578851.6,200524.8,209852.0,215451.0,210670.4,0.0
200999.6,192048.8,451076.5,579373.3,201909.7,210669.0,216528.1,212466.9,0.0
201130.8,192082.6,450003.6,578441.6,201976.7,210662.9,216522.2,212626.5,0.0
199964.5,191363.0,447790.1,575944.4,200771.0,209861.0,215504.0,211153.3,0.0
198467.0,190437.3,445264.9,572958.4,199267.9,208851.2,214296.8,209312.6,0.0
199397.0,190982.1,444814.6,572589.3,200030.8,209320.8,214927.5,210249.1,0.0
200883.9,191827.1,444945.3,573162.5,201421.3,210143.3,216014.1,212057.9,0.0
201042.8,191892.7,443942.2,572295.0,201506.5,210159.4,216033.7,212241.2,0.0
199859.7,191145.1,441751.1,569816.1,200268.9,209332.0,214988.8,210744.0,0.0
198347.3,190200.7,439246.0,566845.4,198733.7,208299.7,213751.2,208877.9,0.0
199252.6,190726.8,438810.1,566483.2,199456.5,208742.2,214347.1,209782.4,0.0
200728.2,191554.0,438960.5,567066.8,200812.3,209539.9,215400.5,211566.6,0.0
200898.7,191625.4,438002.8,566241.1,200893.6,209556.3,215415.9,211760.0,0.0
199771.0,190937.3,435902.7,563855.5,199706.1,208779.9,214419.5,210322.1,0.0
198265.0,190005.8,433443.8,560934.3,198179.9,207761.1,213191.5,208469.8,0.0
199138.9,190503.4,433012.2,560564.7,198864.9,208171.0,213752.3,209335.1,0.0
200628.6,191356.6,433228.7,561219.6,200257.2,209003.4,214846.1,211156.1,0.0
200807.7,191432.6,432322.3,560445.8,200356.0,209028.8,214875.9,211364.7,0.0
199703.0,190758.1,430284.3,558119.0,199198.0,208269.5,213900.7,209949.1,0.0
198195.7,189823.0,427865.1,555233.1,197678.0,207251.2,212675.4,208093.6,0.0
199098.4,190359.1,427515.0,554949.3,198417.4,207711.5,213290.2,209000.8,0.0
200640.3,191265.9,427831.7,555706.5,199881.6,208608.4,214453.5,210883.7,0.0
200825.8,191349.6,426977.1,554990.7,200012.9,208655.9,214507.7,211113.8,0.0
199721.3,190676.6,424987.7,552717.9,198874.8,207908.6,213548.7,209717.0,0.0
198231.3,189766.3,422633.5,549900.8,197390.1,206922.5,212356.3,207890.7,0.0
199096.3,190277.7,422297.2,549629.3,198112.8,207369.6,212957.0,208776.8,0.0
200605.2,191151.1,422620.0,550393.1,199554.4,208238.3,214094.4,210635.6,0.0
200811.5,191252.8,421824.4,549744.5,199713.1,208304.6,214178.4,210898.6,0.0
199709.9,190576.1,419873.5,547517.4,198584.5,207559.5,213229.8,209508.6,0.0
198216.5,189658.9,417554.4,544736.0,197104.7,206572.0,212041.9,207680.3,0.0
199118.1,190217.9,417296.4,544549.3,197884.7,207073.4,212698.2,208615.8,0.0
200627.8,191097.0,417661.1,545359.4,199344.0,207954.0,213851.3,210489.6,0.0
200834.4,191198.5,416905.9,544756.6,199521.9,208031.9,213946.6,210763.8,0.0
199776.1,190574.9,415044.7,542632.3,198465.5,207353.5,213062.1,209438.0,0.0
198295.2,189682.6,412783.2,539910.5,197021.3,206400.9,211905.6,207631.7,0.0
199148.8,190205.3,412520.8,539716.3,197768.3,206876.2,212533.6,208519.5,0.0
200645.9,191072.6,412911.8,540550.3,199223.1,207753.9,213684.4,210375.1,0.0
200896.2,191211.4,412229.8,540020.9,199441.9,207867.3,213818.6,210684.6,0.0
