EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,TRIG
200801.5,207411.1,217163.5,269442.1,212721.3,190972.9,190380.8,197749.0,0.0
200470.4,207107.0,216556.5,269128.3,212402.0,190707.0,190112.1,197427.3,0.0
200257.3,206804.3,215936.7,268880.3,211977.2,190459.2,189805.6,197117.0,0.0
200455.0,206922.8,215801.5,268960.3,212032.6,190569.1,189882.5,197240.3,0.0
200786.9,207294.6,215983.8,269179.9,212489.8,190883.5,190235.5,197630.4,0.0
200796.3,207415.3,215884.0,269162.3,212717.5,190964.7,190377.3,197745.7,0.0
200463.3,207109.0,215292.9,268850.7,212400.0,190699.6,190107.0,197423.5,0.0
200245.8,206796.7,214680.7,268592.9,211970.4,190451.1,189792.1,197104.7,0.0
200448.6,206919.4,214563.2,268681.4,212029.6,190570.3,189875.9,197237.4,0.0
200790.3,207308.7,214766.7,268914.6,212497.4,190891.3,190239.6,197635.1,0.0
200801.5,207425.7,214681.2,268910.4,212729.6,190972.8,190382.0,197751.6,0.0
200468.0,207115.2,214099.1,268600.8,212410.2,190702.7,190108.1,197426.1,0.0
200250.5,206807.6,213502.4,268342.1,211982.7,190454.2,189794.0,197109.4,0.0
200443.9,206925.2,213394.0,268421.6,212039.2,190568.6,189871.2,197239.8,0.0
200780.7,207306.5,213608.8,268656.3,212507.1,190887.4,190231.7,197637.6,0.0
200785.0,207414.7,213529.2,268645.3,212731.0,190962.0,190368.8,197745.9,0.0
200458.3,207110.3,212965.3,268345.8,212411.0,190698.3,190102.6,197425.6,0.0
200249.5,206809.5,212388.4,268108.8,211989.3,190456.8,189798.5,197118.1,0.0
200435.5,206917.8,212280.6,268172.0,212036.0,190561.7,189869.0,197235.0,0.0
200774.5,207296.2,212506.9,268407.4,212501.8,190882.8,190236.7,197633.9,0.0
200789.6,207419.2,212446.5,268403.8,212733.5,190968.0,190387.1,197751.2,0.0
200463.6,207116.3,211893.8,268097.1,212412.3,190700.3,190119.3,197424.6,0.0
200256.6,206820.5,211329.4,267858.8,211990.8,190457.1,189810.8,197110.9,0.0
200440.2,206924.9,211234.3,267941.6,212034.1,190557.0,189874.1,197229.9,0.0
200774.7,207305.7,211473.9,268180.6,212497.4,190874.5,190232.5,197634.9,0.0
200784.9,207424.7,211425.3,268165.8,212727.1,190956.3,190377.8,197748.8,0.0
200458.8,207122.2,210880.1,267868.3,212408.7,190691.6,190110.3,197424.3,0.0
200252.2,206825.5,210325.3,267634.1,211996.4,190457.3,189812.6,197120.1,0.0
200455.8,206953.2,210252.5,267727.9,212059.6,190575.9,189897.9,197253.8,0.0
200783.9,207324.2,210494.3,267960.6,212516.4,190887.1,190254.1,197645.7,0.0
200790.9,207441.8,210448.6,267957.6,212741.8,190965.5,190394.5,197759.7,0.0
200446.3,207128.2,209905.3,267641.7,212416.1,190691.8,190117.5,197427.4,0.0
200229.5,206819.2,209351.7,267393.6,211990.0,190446.0,189805.2,197110.1,0.0
200433.0,206943.0,209290.1,267494.3,212052.9,190566.9,189886.6,197243.0,0.0
200768.5,207318.0,209547.0,267739.8,212518.1,190886.2,190246.8,197641.2,0.0
200793.5,207450.6,209526.7,267755.0,212757.5,190979.7,190400.7,197766.5,0.0
200467.4,207149.2,209001.8,267452.0,212439.8,190717.3,190130.9,197441.2,0.0
200255.6,206847.1,208460.3,267203.7,212016.1,190472.5,189822.1,197126.6,0.0
200445.4,206955.2,208394.9,267288.3,212068.1,190579.0,189893.5,197246.4,0.0
200777.3,207331.0,208655.6,267529.9,212534.0,190895.1,190249.2,197641.5,0.0
200794.2,207459.8,208640.0,267550.1,212771.5,190983.4,190397.2,197767.3,0.0
200448.3,207135.2,208105.3,267223.9,212437.3,190703.0,190107.3,197423.2,0.0
200240.3,206833.4,207572.3,266983.9,212014.3,190458.7,189797.0,197105.8,0.0
200442.3,206954.0,207519.4,267077.5,212067.2,190571.5,189872.8,197230.8,0.0
200778.7,207335.6,207789.5,267314.9,212528.8,190886.1,190229.8,197622.6,0.0
200786.7,207452.5,207775.0,267319.8,212759.9,190968.5,190374.7,197739.2,0.0
200458.8,207148.9,207270.4,267030.6,212444.8,190704.8,190109.9,197419.3,0.0
200246.1,206844.7,206747.3,266797.8,212022.1,190461.1,189801.5,197108.2,0.0
200431.6,206948.0,206694.7,266873.6,212069.3,190565.3,189866.0,197225.2,0.0
200766.3,207323.5,206968.9,267115.1,212528.1,190877.8,190221.9,197619.5,0.0
200780.6,207447.5,206967.4,267124.7,212764.3,190965.2,190373.4,197739.5,0.0
200450.6,207139.8,206466.9,266829.7,212446.1,190699.6,190103.7,197415.6,0.0
200236.6,206830.5,205945.3,266594.1,212015.2,190449.5,189786.4,197098.6,0.0
200428.6,206945.0,205906.4,266684.8,212066.6,190561.9,189860.8,197225.2,0.0
200761.8,207325.0,206193.8,266929.6,212532.6,190881.3,190223.1,197625.5,0.0
200771.7,207440.5,206196.1,266934.9,212764.2,190966.5,190370.6,197747.5,0.0
200449.6,207141.8,205707.9,266646.8,212449.0,190704.0,190103.8,197427.6,0.0
200229.3,206829.3,205189.1,266409.7,212014.6,190452.0,189788.3,197105.4,0.0
200421.7,206942.4,205155.5,266503.7,212063.4,190562.1,189862.3,197230.8,0.0
200766.4,207333.0,205459.4,266759.5,212539.1,190889.8,190231.0,197638.7,0.0
200779.1,207451.3,205468.5,266766.8,212773.8,190977.2,190373.9,197760.3,0.0
200439.7,207131.4,204970.7,266455.0,212446.1,190704.8,190093.4,197420.8,0.0
200225.4,206823.2,204459.1,266214.8,212012.1,190455.3,189774.0,197096.3,0.0
200418.8,206933.0,204429.8,266315.2,212059.4,190562.6,189844.6,197217.9,0.0
200756.8,207314.4,204735.4,266562.8,212524.4,190882.9,190208.8,197617.7,0.0
200762.8,207427.2,204747.6,266563.3,212750.5,190959.8,190349.7,197729.9,0.0
200436.2,207125.2,204269.8,266276.2,212436.0,190697.1,190084.7,197408.9,0.0
200226.6,206822.6,203776.6,266062.9,212013.8,190453.4,189778.0,197099.3,0.0
200415.5,206936.3,203755.5,266150.8,212063.0,190559.6,189851.2,197221.8,0.0
200752.1,207316.2,204060.3,266386.5,212526.6,190874.4,190211.5,197615.9,0.0
200770.8,207441.5,204088.0,266401.6,212763.2,190962.0,190364.3,197737.2,0.0
200440.4,207137.0,203611.2,266110.4,212444.5,190698.3,190097.5,197413.6,0.0
200225.0,206831.1,203111.7,265878.1,212015.5,190450.5,189786.1,197096.3,0.0
200416.6,206941.9,203094.9,265976.7,212064.2,190558.6,189858.5,197220.7,0.0
200749.2,207317.6,203409.5,266228.9,212527.7,190874.0,190217.9,197618.8,0.0
200753.1,207424.4,203428.7,266229.3,212753.4,190949.6,190356.9,197731.2,0.0
200429.0,207124.5,202961.7,265948.3,212438.2,190687.8,190091.4,197412.2,0.0
200215.6,206822.6,202471.5,265715.6,212011.6,190443.0,189779.8,197094.5,0.0
200411.3,206940.1,202464.9,265817.6,212063.0,190555.3,189854.8,197221.9,0.0
200738.3,207313.7,202775.3,266054.4,212519.1,190865.0,190206.7,197609.3,0.0
200751.4,207433.8,202808.6,266067.0,212752.0,190948.9,190355.3,197731.5,0.0
200419.1,207123.7,202340.3,265782.6,212426.6,190680.1,190081.7,197405.2,0.0
200208.7,206822.8,201861.1,265553.1,212002.5,190437.6,189773.7,197092.6,0.0
200401.5,206938.2,201859.2,265644.3,212054.2,190547.9,189846.9,197213.6,0.0
200737.0,207318.6,202184.0,265893.9,212516.7,190866.4,190206.1,197606.3,0.0
200750.2,207440.8,202226.2,265909.6,212753.2,190955.9,190355.8,197725.5,0.0
200423.6,207138.5,201768.0,265624.9,212439.0,190694.5,190091.4,197405.0,0.0
200209.9,206831.4,201286.0,265393.5,212010.2,190443.7,189780.8,197086.0,0.0
200397.8,206938.1,201281.5,265489.7,212054.5,190545.1,189848.7,197206.6,0.0
200733.3,207313.6,201604.3,265736.3,212513.4,190855.5,190201.4,197598.5,0.0
200752.3,207436.3,201649.2,265753.8,212748.7,190944.5,190352.5,197718.4,0.0
