EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,TRIG
193648.5,199187.0,309369.4,462464.4,202041.8,228973.9,369557.9,230023.5,0.0
193546.5,199141.5,309072.0,461476.5,201854.0,228754.1,369257.8,229765.1,0.0
194138.2,199593.4,309438.5,461320.7,202368.1,229241.3,369758.6,230284.5,0.0
194593.6,199906.9,309761.7,461213.6,202865.1,229752.5,370354.6,230852.3,0.0
194289.4,199655.1,309408.9,460328.1,202663.2,229585.1,370221.8,230687.6,0.0
193645.3,199180.5,308681.3,458917.7,202044.7,228971.4,369541.1,230021.5,0.0
193552.3,199139.8,308397.0,457972.3,201865.4,228756.3,369248.5,229775.3,0.0
194145.3,199589.4,308770.2,457855.8,202383.7,229241.7,369755.1,230299.3,0.0
194612.5,199914.3,309101.5,457787.5,202886.9,229757.4,370361.4,230871.6,0.0
194305.3,199658.8,308751.5,456932.3,202684.4,229588.5,370231.3,230704.3,0.0
193659.2,199184.3,308027.9,455555.9,202062.0,228973.2,369549.5,230033.4,0.0
193557.2,199138.8,307745.6,454638.6,201877.1,228753.2,369251.0,229779.7,0.0
194150.7,199591.3,308125.4,454554.6,202392.1,229238.5,369754.1,230301.3,0.0
194609.7,199906.0,308462.3,454515.9,202887.8,229749.4,370352.8,230868.9,0.0
194308.5,199656.7,308124.4,453693.7,202685.2,229583.6,370222.2,230704.3,0.0
193660.9,199180.9,307403.0,452339.7,202059.0,228965.7,369536.8,230027.9,0.0
193549.9,199127.2,307115.0,451443.0,201864.1,228737.8,369232.8,229765.7,0.0
194136.9,199578.7,307495.7,451380.3,202374.6,229216.5,369732.4,230279.4,0.0
194604.2,199903.4,307849.4,451378.0,202882.0,229736.9,370343.5,230856.3,0.0
194312.9,199659.9,307533.3,450598.1,202695.4,229589.2,370230.7,230705.1,0.0
193663.9,199182.1,306819.6,449267.7,202069.1,228972.1,369543.1,230025.1,0.0
193573.5,199147.3,306553.2,448404.1,201887.0,228757.7,369245.2,229770.7,0.0
194166.6,199598.9,306943.4,448369.2,202399.4,229243.3,369744.9,230289.4,0.0
194624.5,199916.4,307288.8,448380.1,202893.8,229752.8,370341.2,230852.7,0.0
194326.4,199672.1,306966.3,447617.1,202697.8,229592.7,370218.1,230689.8,0.0
193678.9,199200.2,306259.7,446316.4,202075.3,228977.9,369533.3,230014.5,0.0
193566.2,199142.1,305984.4,445466.5,201877.0,228749.6,369221.7,229749.7,0.0
194151.5,199585.6,306372.0,445450.3,202379.2,229224.7,369710.2,230259.3,0.0
194615.8,199905.7,306730.3,445497.7,202881.5,229740.0,370313.8,230833.4,0.0
194320.5,199659.9,306417.4,444764.5,202687.8,229581.3,370192.3,230676.6,0.0
193668.1,199180.9,305710.1,443485.9,202059.6,228960.3,369503.2,229999.0,0.0
193556.8,199127.6,305437.8,442661.2,201864.3,228731.9,369192.5,229734.0,0.0
194140.1,199576.9,305832.5,442670.9,202373.7,229213.0,369686.8,230250.6,0.0
194604.1,199901.2,306196.1,442738.6,202880.4,229731.1,370291.4,230828.4,0.0
194319.5,199670.0,305897.8,442038.1,202698.9,229584.5,370182.0,230686.2,0.0
193666.4,199191.7,305199.1,440789.0,202072.8,228968.2,369500.6,230015.4,0.0
193551.1,199133.8,304926.2,439981.5,201867.5,228731.5,369184.2,229743.2,0.0
194135.3,199575.0,305320.0,440007.9,202369.0,229203.4,369671.8,230251.7,0.0
194600.9,199895.8,305684.9,440096.6,202869.7,229716.8,370272.1,230823.3,0.0
194310.1,199655.2,305383.3,439409.6,202680.4,229564.0,370156.3,230671.7,0.0
193668.8,199184.5,304696.4,438187.0,202065.1,228957.7,369484.7,230006.4,0.0
193555.9,199128.0,304431.8,437402.8,201867.3,228726.5,369173.8,229740.3,0.0
194144.8,199576.0,304835.2,437457.1,202378.5,229208.6,369669.3,230256.8,0.0
194621.0,199908.7,305218.6,437584.7,202898.0,229742.2,370290.0,230848.2,0.0
194333.0,199669.1,304926.3,436928.2,202711.9,229596.4,370182.9,230705.2,0.0
193691.1,199198.2,304241.9,435727.5,202090.0,228987.6,369510.5,230040.0,0.0
193579.9,199144.6,303982.7,434967.5,201892.4,228759.0,369205.5,229774.9,0.0
194160.0,199587.6,304385.7,435032.6,202398.1,229235.4,369696.6,230285.0,0.0
194634.7,199918.5,304771.8,435174.8,202914.2,229762.4,370314.3,230872.2,0.0
194345.1,199676.5,304481.0,434537.5,202732.8,229617.3,370211.2,230728.8,0.0
193689.9,199197.1,303793.4,433350.8,202112.0,229004.3,369536.0,230059.4,0.0
193569.4,199139.1,303532.0,432604.2,201909.0,228768.8,369222.7,229788.0,0.0
194146.7,199581.2,303939.4,432692.5,202411.6,229242.5,369716.8,230297.5,0.0
194615.0,199903.5,304324.3,432849.3,202918.9,229763.0,370329.7,230875.7,0.0
194336.8,199670.4,304048.2,432240.8,202742.7,229624.2,370232.0,230738.0,0.0
193694.7,199200.9,303376.5,431081.5,202129.2,229019.4,369564.8,230077.4,0.0
193569.5,199133.1,303114.1,430344.9,201923.3,228780.8,369245.8,229799.0,0.0
194149.6,199575.5,303520.0,430443.1,202422.4,229251.7,369730.5,230299.5,0.0
194623.4,199905.6,303911.9,430624.2,202932.1,229776.9,370345.3,230883.8,0.0
194343.5,199672.3,303639.3,430035.3,202754.6,229637.6,370249.0,230746.9,0.0
193695.9,199197.2,302960.8,428886.6,202133.3,229026.1,369575.7,230076.4,0.0
193562.7,199125.0,302690.9,428159.6,201914.6,228776.7,369247.3,229788.5,0.0
194133.4,199557.8,303098.4,428274.8,202408.8,229243.6,369729.9,230289.5,0.0
194613.1,199892.8,303498.2,428474.8,202921.5,229770.8,370346.6,230875.7,0.0
194334.6,199659.0,303223.6,427894.7,202740.3,229626.4,370243.5,230732.7,0.0
193684.7,199179.0,302547.3,426758.9,202118.7,229012.1,369565.5,230061.1,0.0
193555.5,199110.1,302288.8,426052.5,201906.0,228767.3,369242.4,229779.4,0.0
194139.3,199560.2,302703.1,426186.9,202401.8,229235.6,369725.8,230282.3,0.0
194620.4,199900.3,303106.1,426405.7,202915.5,229766.3,370343.2,230871.1,0.0
194341.4,199670.5,302840.0,425849.1,202741.2,229631.4,370246.5,230737.0,0.0
193687.8,199191.8,302164.1,424722.9,202114.4,229013.6,369563.6,230059.6,0.0
193558.2,199124.2,301904.6,424023.2,201896.6,228764.8,369232.2,229770.9,0.0
194135.0,199566.0,302320.9,424168.3,202393.6,229234.6,369712.1,230270.8,0.0
194611.5,199898.0,302725.0,424397.6,202906.8,229762.1,370325.3,230854.5,0.0
194335.2,199666.4,302462.1,423857.6,202730.9,229625.6,370227.5,230718.2,0.0
193698.4,199202.3,301805.7,422769.2,202119.5,229025.8,369564.1,230059.6,0.0
193583.2,199150.8,301567.0,422106.3,201922.0,228796.0,369252.3,229788.3,0.0
